case,title,family,method,K,n_train,sample_k,objective_ratio_mean,objective_ratio_se,seed_count
random_lp_B,RandomLP B,random_lp,SGA,20,16,20,0.27691277603096154,0.03010828697600204,2
random_lp_B,RandomLP B,random_lp,SGA,20,20,20,0.27853018485195136,0.010199560761537744,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,0,20,0.1332114650842356,0.06939027672679861,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,1,20,0.4839980322446277,0.04716803594679786,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,2,20,0.565656515118744,0.03952455300282642,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,3,20,0.6083925240243995,0.012911888024919825,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,4,20,0.6388539950557229,0.01585181511125566,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,8,20,0.7110803236617733,0.006317910721283292,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,12,20,0.7392365431171501,0.016244556570447266,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,16,20,0.7166784768847649,0.03665425763070507,2
random_lp_C,RandomLP C,random_lp,CostOnly,20,20,20,0.6210264888293109,0.016041431546995777,2
random_lp_C,RandomLP C,random_lp,OursExact,20,0,20,0.1332114650842356,0.06939027672679861,2
random_lp_C,RandomLP C,random_lp,OursExact,20,1,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,2,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,3,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,4,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,8,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,12,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,16,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,OursExact,20,20,20,0.9999999999999993,6.131407058289217e-16,2
random_lp_C,RandomLP C,random_lp,PCA,20,0,20,0.1332114650842356,0.06939027672679861,2
random_lp_C,RandomLP C,random_lp,PCA,20,1,20,0.1338377527696437,0.06914468356073979,2
random_lp_C,RandomLP C,random_lp,PCA,20,2,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,PCA,20,3,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,PCA,20,4,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,PCA,20,8,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,PCA,20,12,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,PCA,20,16,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,PCA,20,20,20,0.13321146508423595,0.06939027672679896,2
random_lp_C,RandomLP C,random_lp,SGA,20,0,20,0.1332114650842356,0.06939027672679861,2
random_lp_C,RandomLP C,random_lp,SGA,20,1,20,0.2500944039053375,0.1744327757403541,2
random_lp_C,RandomLP C,random_lp,SGA,20,2,20,0.32475886984010516,0.10729654947944205,2
random_lp_C,RandomLP C,random_lp,SGA,20,3,20,0.3287911507171041,0.07590508978984281,2
random_lp_C,RandomLP C,random_lp,SGA,20,4,20,0.3422641698423464,0.06853844983375543,2
random_lp_C,RandomLP C,random_lp,SGA,20,8,20,0.37876216760023784,0.08778113457093724,2
random_lp_C,RandomLP C,random_lp,SGA,20,12,20,0.41069165177196276,0.07169188977842281,2
random_lp_C,RandomLP C,random_lp,SGA,20,16,20,0.42128400380483233,0.06754824941381857,2
random_lp_C,RandomLP C,random_lp,SGA,20,20,20,0.4257830982193726,0.0766372621585813,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,0,20,-0.043099961740195654,0.14681212624493337,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,1,20,0.3741554397473178,0.0758547977348009,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,2,20,0.4323848448577845,0.08123790188624044,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,3,20,0.4680961395023108,0.08559217261519675,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,4,20,0.4880045488669165,0.07960148746823652,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,8,20,0.5600530525530603,0.0811102887082376,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,12,20,0.5843408231807906,0.08387905120464456,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,16,20,0.5982132348241305,0.06743289408613094,2
random_lp_D,RandomLP D,random_lp,CostOnly,20,20,20,0.483925624187419,0.08044352196130443,2
random_lp_D,RandomLP D,random_lp,OursExact,20,0,20,-0.043099961740195654,0.14681212624493337,2
random_lp_D,RandomLP D,random_lp,OursExact,20,1,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,2,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,3,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,4,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,8,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,12,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,16,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,OursExact,20,20,20,0.9999999999999987,1.3888885600717773e-15,2
random_lp_D,RandomLP D,random_lp,PCA,20,0,20,-0.043099961740195654,0.14681212624493337,2
random_lp_D,RandomLP D,random_lp,PCA,20,1,20,-0.042100543576895445,0.14764316239578015,2
random_lp_D,RandomLP D,random_lp,PCA,20,2,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,PCA,20,3,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,PCA,20,4,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,PCA,20,8,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,PCA,20,12,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,PCA,20,16,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,PCA,20,20,20,-0.0430999617401963,0.14681212624493362,2
random_lp_D,RandomLP D,random_lp,SGA,20,0,20,-0.043099961740195654,0.14681212624493337,2
random_lp_D,RandomLP D,random_lp,SGA,20,1,20,0.035474378268321845,0.15813910547190055,2
random_lp_D,RandomLP D,random_lp,SGA,20,2,20,0.07228493988046665,0.15408920202378856,2
random_lp_D,RandomLP D,random_lp,SGA,20,3,20,0.10016180696682214,0.15660013077167806,2
random_lp_D,RandomLP D,random_lp,SGA,20,4,20,0.11589673183997955,0.16573930255537372,2
random_lp_D,RandomLP D,random_lp,SGA,20,8,20,0.19141331335227696,0.11946942701007464,2
random_lp_D,RandomLP D,random_lp,SGA,20,12,20,0.20297858473716895,0.10923070313259464,2
random_lp_D,RandomLP D,random_lp,SGA,20,16,20,0.20545815455751937,0.10395833502692527,2
random_lp_D,RandomLP D,random_lp,SGA,20,20,20,0.21927562996025773,0.09510830633754173,2
sc205,SC205,netlib,CostOnly,20,0,20,0.0,0.0,2
sc205,SC205,netlib,CostOnly,20,1,20,1.3873922744031417e-08,5.86336049361868e-12,2
sc205,SC205,netlib,CostOnly,20,2,20,1.4123834493909366e-08,1.4962976235837443e-10,2
sc205,SC205,netlib,CostOnly,20,3,20,1.4276341446311557e-08,1.2261627104381618e-10,2
sc205,SC205,netlib,CostOnly,20,4,20,1.4434488546265054e-08,1.7810377645310611e-10,2
sc205,SC205,netlib,CostOnly,20,8,20,1.4836792052447966e-08,7.867625156942178e-11,2
sc205,SC205,netlib,CostOnly,20,12,20,1.578701389609851e-08,2.2704991927049452e-10,2
sc205,SC205,netlib,CostOnly,20,16,20,1.6750727273383673e-08,9.355539875602914e-11,2
sc205,SC205,netlib,CostOnly,20,20,20,2.1373414112908567e-08,4.797376465083166e-11,2
sc205,SC205,netlib,OursExact,20,0,20,0.0,0.0,2
sc205,SC205,netlib,OursExact,20,1,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,2,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,3,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,4,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,8,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,12,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,16,20,1.0,0.0,2
sc205,SC205,netlib,OursExact,20,20,20,1.0,0.0,2
sc205,SC205,netlib,PCA,20,0,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,1,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,2,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,3,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,4,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,8,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,12,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,16,20,0.0,0.0,2
sc205,SC205,netlib,PCA,20,20,20,0.5000000000000393,0.5000000000000393,2
sc205,SC205,netlib,SGA,20,0,20,0.0,0.0,2
sc205,SC205,netlib,SGA,20,1,20,5.504016910068169e-05,1.939890653259388e-05,2
sc205,SC205,netlib,SGA,20,2,20,0.0950228529305159,0.06495375812546,2
sc205,SC205,netlib,SGA,20,3,20,0.06721621072646375,0.06685557456739724,2
sc205,SC205,netlib,SGA,20,4,20,0.044920492179045604,0.008014847968484198,2
sc205,SC205,netlib,SGA,20,8,20,0.07978838827498995,0.002063010001369353,2
sc205,SC205,netlib,SGA,20,12,20,0.19787971168482948,0.06013915831069349,2
sc205,SC205,netlib,SGA,20,16,20,0.18400954331137123,0.11536311900454123,2
sc205,SC205,netlib,SGA,20,20,20,0.1093878352696642,0.015671454168107692,2
scagr25,SCAGR25,netlib,CostOnly,20,0,20,0.38793760365189944,7.295673554175151e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,1,20,0.38793766243453054,7.295679479990547e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,2,20,0.38793766864164614,7.300892260198033e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,3,20,0.387937672527639,7.628714049356944e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,4,20,0.3879376822883982,7.793195999639123e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,8,20,0.3879376945627302,7.150422196011696e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,12,20,0.387937705729929,7.694540152258789e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,16,20,0.3879377194045036,8.037279058958902e-08,2
scagr25,SCAGR25,netlib,CostOnly,20,20,20,0.3879377385709265,7.123595041624851e-08,2
scagr25,SCAGR25,netlib,OursExact,20,0,20,0.38793760365189944,7.295673554175151e-08,2
scagr25,SCAGR25,netlib,OursExact,20,1,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,2,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,3,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,4,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,8,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,12,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,16,20,1.0,0.0,2
scagr25,SCAGR25,netlib,OursExact,20,20,20,1.0,0.0,2
scagr25,SCAGR25,netlib,PCA,20,0,20,0.38793760365189944,7.295673554175151e-08,2
scagr25,SCAGR25,netlib,PCA,20,1,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,PCA,20,2,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,PCA,20,3,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,PCA,20,4,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,PCA,20,8,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,PCA,20,12,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,PCA,20,16,20,0.38793765821850357,7.293683385034555e-08,2
scagr25,SCAGR25,netlib,PCA,20,20,20,0.38793765821855547,7.293678194741914e-08,2
scagr25,SCAGR25,netlib,SGA,20,0,20,0.38793760365189944,7.295673554175151e-08,2
scagr25,SCAGR25,netlib,SGA,20,1,20,0.38797764635424814,7.282250449880401e-08,2
scagr25,SCAGR25,netlib,SGA,20,2,20,0.39336785617773073,0.000981734756252961,2
scagr25,SCAGR25,netlib,SGA,20,3,20,0.3940389756393263,0.0007756915112772932,2
scagr25,SCAGR25,netlib,SGA,20,4,20,0.40137460390035484,0.0013607680473751436,2
scagr25,SCAGR25,netlib,SGA,20,8,20,0.3911744884631186,0.0016397032581607074,2
scagr25,SCAGR25,netlib,SGA,20,12,20,0.3964403375643839,0.004462980580266507,2
scagr25,SCAGR25,netlib,SGA,20,16,20,0.3925996867744298,0.0011950557793791172,2
scagr25,SCAGR25,netlib,SGA,20,20,20,0.39916857296280883,0.002598041388743144,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,0,20,0.973322307212545,2.1203031925765004e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,1,20,0.9733223148746148,2.1203031977390374e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,2,20,0.9733223148800634,2.1203018057969203e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,3,20,0.973322314880951,2.1203032906091934e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,4,20,0.9733223110478588,2.1241385064763026e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,8,20,0.9733223110521487,2.1241427963780697e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,12,20,0.9733223110711942,2.1241618418099684e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,16,20,0.9733223110863964,2.1241770439828223e-06,2
shortest_path,ShortestPath,shortest_path,CostOnly,20,20,20,0.9733259894557963,5.802546443889333e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,0,20,0.973322307212545,2.1203031925765004e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,1,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,2,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,3,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,4,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,8,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,12,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,16,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,OursExact,20,20,20,0.9999896204993199,4.7060773689100435e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,0,20,0.973322307212545,2.1203031925765004e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,1,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,2,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,3,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,4,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,8,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,12,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,16,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,PCA,20,20,20,0.9733223072125337,2.1203031956296137e-06,2
shortest_path,ShortestPath,shortest_path,SGA,20,0,20,0.973322307212545,2.1203031925765004e-06,2
shortest_path,ShortestPath,shortest_path,SGA,20,1,20,0.9913233346679022,0.008670991908782677,2
shortest_path,ShortestPath,shortest_path,SGA,20,2,20,0.9825399479805267,0.00372284751485008,2
shortest_path,ShortestPath,shortest_path,SGA,20,3,20,0.9868849518761452,0.005377882719256433,2
shortest_path,ShortestPath,shortest_path,SGA,20,4,20,0.9899715576771608,0.003199857536535677,2
shortest_path,ShortestPath,shortest_path,SGA,20,8,20,0.9864178852499168,0.0004450721692381143,2
shortest_path,ShortestPath,shortest_path,SGA,20,12,20,0.9897943449056654,0.0025687746926792987,2
shortest_path,ShortestPath,shortest_path,SGA,20,16,20,0.9943952973796558,0.005478342041756234,2
shortest_path,ShortestPath,shortest_path,SGA,20,20,20,0.9944063953135246,0.004712766983123395,2
stair,STAIR,netlib,CostOnly,20,0,20,0.9577133915870514,0.0,2
stair,STAIR,netlib,CostOnly,20,1,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,2,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,3,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,4,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,8,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,12,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,16,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,CostOnly,20,20,20,0.9577136543197284,0.0,2
stair,STAIR,netlib,OursExact,20,0,20,0.9577133915870514,0.0,2
stair,STAIR,netlib,OursExact,20,1,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,2,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,3,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,4,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,8,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,12,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,16,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,OursExact,20,20,20,1.0000000000000009,0.0,2
stair,STAIR,netlib,PCA,20,0,20,0.9577133915870514,0.0,2
stair,STAIR,netlib,PCA,20,1,20,0.9577133934783764,4.267913800152513e-11,2
stair,STAIR,netlib,PCA,20,2,20,0.9577133934783764,4.267913800152513e-11,2
stair,STAIR,netlib,PCA,20,3,20,0.9577133934783761,4.26792490238276e-11,2
stair,STAIR,netlib,PCA,20,4,20,0.9577133934783761,4.2678915956920204e-11,2
stair,STAIR,netlib,PCA,20,8,20,0.9577133934783764,4.267913800152513e-11,2
stair,STAIR,netlib,PCA,20,12,20,0.9577133934783814,4.268418951625108e-11,2
stair,STAIR,netlib,PCA,20,16,20,0.9577133934783753,4.267830533422057e-11,2
stair,STAIR,netlib,PCA,20,20,20,0.9577133934783764,4.267913800152513e-11,2
stair,STAIR,netlib,SGA,20,0,20,0.9577133915870514,0.0,2
stair,STAIR,netlib,SGA,20,1,20,0.9672463978314174,0.009533004395720189,2
stair,STAIR,netlib,SGA,20,2,20,0.9767794024222028,4.3461900745001e-11,2
stair,STAIR,netlib,SGA,20,3,20,0.976779402263009,3.628619626994122e-11,2
stair,STAIR,netlib,SGA,20,4,20,0.9767794024222234,1.6252421630724712e-10,2
stair,STAIR,netlib,SGA,20,8,20,0.976779402392534,7.336881102661832e-11,2
stair,STAIR,netlib,SGA,20,12,20,0.9767794023628991,1.0312378728728861e-10,2
stair,STAIR,netlib,SGA,20,16,20,0.9767794023924139,7.336553586867467e-11,2
stair,STAIR,netlib,SGA,20,20,20,0.9767794023548528,1.1091588758561921e-10,2
